symbol,name,current_ind,L_code,O_code
2330,台積電,半導體業,24,
2454,聯發科,半導體業,24,
2308,台達電,綜合,28,
2317,鴻海,運動休閒,31,
3711,日月光投控,半導體業,24,
2303,聯電,半導體業,24,
2383,台光電,綜合,28,
2327,國巨*,綜合,28,
2881,富邦金,通訊網路業,17,
2408,南亞科,半導體業,24,
2382,廣達,金融保險,25,
1303,南亞,塑膠工業,03,
2882,國泰金,通訊網路業,17,
3037,欣興,綜合,28,
2345,智邦,油電燃氣業,27,
2891,中信金,通訊網路業,17,
7769,鴻勁,半導體業,24,
2412,中華電,油電燃氣業,27,
6669,緯穎,金融保險,25,
3017,奇鋐,金融保險,25,
2887,台新新光金,通訊網路業,17,
2885,元大金,通訊網路業,17,
2344,華邦電,半導體業,24,
2059,川湖,綜合,28,
8046,南電,綜合,28,
2360,致茂,運動休閒,31,
2886,兆豐金,通訊網路業,17,
4958,臻鼎-KY,綜合,28,
2890,永豐金,通訊網路業,17,
3443,創意,半導體業,24,
2884,玉山金,通訊網路業,17,
6505,台塑化,航運業,23,
2368,金像電,綜合,28,
2880,華南金,通訊網路業,17,
3481,群創,貿易百貨,26,
3008,大立光,貿易百貨,26,
2883,凱基金,通訊網路業,17,
2357,華碩,金融保險,25,
2301,光寶科,金融保險,25,
6446,藥華藥,建材營造,22,
2892,第一金,通訊網路業,17,
3653,健策,綜合,28,
2395,研華,金融保險,25,
3231,緯創,金融保險,25,
1216,統一,食品工業,02,
2379,瑞昱,半導體業,24,
2603,長榮,電腦及週邊設備業,15,
3189,景碩,半導體業,24,
3045,台灣大,油電燃氣業,27,
5880,合庫金,通訊網路業,17,
2449,京元電子,半導體業,24,
3665,貿聯-KY,運動休閒,31,
3661,世芯-KY,半導體業,24,
1326,台化,塑膠工業,03,
1301,台塑,塑膠工業,03,
4904,遠傳,油電燃氣業,27,
6770,力積電,半導體業,24,
3034,聯詠,半導體業,24,
2002,中鋼,造紙工業,10,
2337,旺宏,半導體業,24,
2801,彰銀,通訊網路業,17,
6515,穎崴,半導體業,24,
3036,文曄,綠能環保,29,
2313,華通,綜合,28,
2207,和泰車,橡膠工業,12,
1590,亞德客-KY,電機機械,05,
2912,統一超,電子零組件業,18,
2356,英業達,金融保險,25,
6239,力成,半導體業,24,
2409,友達,貿易百貨,26,
3044,健鼎,綜合,28,
2404,漢唐,運動休閒,31,
1519,華城,電機機械,05,
2492,華新科,綜合,28,
2615,萬海,電腦及週邊設備業,15,
2376,技嘉,金融保險,25,
4938,和碩,金融保險,25,
3533,嘉澤,綜合,28,
2618,長榮航,電腦及週邊設備業,15,
5876,上海商銀,通訊網路業,17,
6139,亞翔,運動休閒,31,
6415,矽力*-KY,半導體業,24,
5871,中租-KY,資訊服務業,20,
1802,台玻,生技醫療業,08,
2609,陽明,電腦及週邊設備業,15,
3702,大聯大,綠能環保,29,
2834,臺企銀,通訊網路業,17,
1101,台泥,水泥工業,01,
6919,康霈*,建材營造,22,
3026,禾伸堂,綜合,28,
3532,台勝科,半導體業,24,
6789,采鈺,半導體業,24,
2324,仁寶,金融保險,25,
1504,東元,電機機械,05,
1605,華新,電器電纜,06,
2633,台灣高鐵,電腦及週邊設備業,15,
6531,愛普*,半導體業,24,
7750,新代,電機機械,05,
2347,聯強,綠能環保,29,
8210,勤誠,金融保險,25,
1402,遠東新,紡織纖維,04,
6213,聯茂,綜合,28,
2610,華航,電腦及週邊設備業,15,
7610,聯友金屬-創,其他等,35,
1102,亞泥,水泥工業,01,
910322,康師傅-DR,其他等,91,
6285,啟碁,油電燃氣業,27,
2812,台中銀,通訊網路業,17,
2377,微星,金融保險,25,
6196,帆宣,運動休閒,31,
6442,光聖,油電燃氣業,27,
6257,矽格,半導體業,24,
3706,神達,金融保險,25,
2049,上銀,電機機械,05,
1503,士電,電機機械,05,
8996,高力,電機機械,05,
5269,祥碩,半導體業,24,
2451,創見,半導體業,24,
6526,達發,半導體業,24,
1560,中砂,電機機械,05,
8464,億豐,其他等,38,
2474,可成,運動休閒,31,
2105,正新,鋼鐵工業,11,
2027,大成鋼,造紙工業,10,
2838,聯邦銀,通訊網路業,17,
6805,富世達,綜合,28,
2353,宏碁,金融保險,25,
5434,崇越,綠能環保,29,
6409,旭隼,運動休閒,31,
6781,AES-KY,綜合,28,
2542,興富發,半導體業,14,
1476,儒鴻,紡織纖維,04,
9105,泰金寶-DR,其他等,91,
2645,長榮航太,電腦及週邊設備業,15,
2467,志聖,綜合,28,
1717,長興,其他電子業,21,
6691,洋基工程,運動休閒,31,
1513,中興電,電機機械,05,
8150,南茂,半導體業,24,
3090,日電貿,綜合,28,
2441,超豐,半導體業,24,
2385,群光,綜合,28,
2481,強茂,半導體業,24,
2855,統一證,通訊網路業,17,
2354,鴻準,運動休閒,31,
6005,群益證,通訊網路業,17,
3023,信邦,綜合,28,
6944,兆聯實業,其他等,35,
8021,尖點,運動休閒,31,
9945,潤泰新,資訊服務業,20,
3450,聯鈞,半導體業,24,
1229,聯華,食品工業,02,
9904,寶成,其他等,37,
8454,富邦媒,其他等,36,
3006,晶豪科,半導體業,24,
3030,德律,運動休閒,31,
3005,神基,金融保險,25,
3406,玉晶光,貿易百貨,26,
7799,禾榮科,建材營造,22,
3042,晶技,綜合,28,
3167,大量,電機機械,05,
4919,新唐,半導體業,24,
9910,豐泰,其他等,37,
3583,辛耘,半導體業,24,
2845,遠東銀,通訊網路業,17,
2646,星宇航空,電腦及週邊設備業,15,
8926,台汽電,航運業,23,
2637,慧洋-KY,電腦及週邊設備業,15,
2472,立隆電,綜合,28,
2455,全新,油電燃氣業,27,
2486,一詮,貿易百貨,26,
2371,大同,電機機械,05,
6451,訊芯-KY,半導體業,24,
6278,台表科,貿易百貨,26,
6414,樺漢,金融保險,25,
2915,潤泰全,電子零組件業,18,
2889,國票金,通訊網路業,17,
3035,智原,半導體業,24,
8028,昇陽半導體,半導體業,24,
2458,義隆,半導體業,24,
2258,鴻華先進-創,橡膠工業,12,
1477,聚陽,紡織纖維,04,
2634,漢翔,電腦及週邊設備業,15,
1795,美時,建材營造,22,
6472,保瑞,建材營造,22,
2606,裕民,電腦及週邊設備業,15,
6831,邁科,金融保險,25,
6271,同欣電,半導體業,24,
2597,潤弘,半導體業,14,
1773,勝一,其他電子業,21,
2352,佳世達,金融保險,25,
6890,來億-KY,其他等,37,
2006,東和鋼鐵,造紙工業,10,
2312,金寶,運動休閒,31,
1210,大成,食品工業,02,
5522,遠雄,半導體業,14,
6191,精成科,綜合,28,
2540,愛山林,半導體業,14,
2206,三陽工業,橡膠工業,12,
6282,康舒,綜合,28,
6116,彩晶,貿易百貨,26,
4583,台灣精銳,電機機械,05,
9917,中保科,資訊服務業,20,
2923,鼎固-KY,半導體業,14,
4763,材料*-KY,其他電子業,21,
3714,富采,貿易百貨,26,
2539,櫻花建,半導體業,14,
9941,裕融,資訊服務業,20,
1722,台肥,其他電子業,21,
3563,牧德,貿易百貨,26,
1907,永豐餘,玻璃陶瓷,09,
7822,倍利科,半導體業,24,
2850,新產,通訊網路業,17,
1319,東陽,橡膠工業,12,
8112,至上,綠能環保,29,
6197,佳必琪,綜合,28,
8016,矽創,半導體業,24,
7795,長廣,綜合,28,
1409,新纖,紡織纖維,04,
3715,定穎投控,綜合,28,
3596,智易,油電燃氣業,27,
2428,興勤,綜合,28,
4766,南寶,其他電子業,21,
2421,建準,綜合,28,
2388,威盛,半導體業,24,
8039,台虹,綜合,28,
3019,亞光,貿易百貨,26,
1736,喬山,其他等,37,
2211,長榮鋼,造紙工業,10,
5469,瀚宇博,綜合,28,
5234,達興材料,貿易百貨,26,
6214,精誠,數位雲端,30,
9933,中鼎,資訊服務業,20,
8261,富鼎,半導體業,24,
8070,長華*,綠能環保,29,
2316,楠梓電,綜合,28,
3376,新日興,綜合,28,
2504,國產,半導體業,14,
2498,宏達電,油電燃氣業,27,
8033,雷虎,資訊服務業,20,
3413,京鼎,半導體業,24,
6592,和潤企業,資訊服務業,20,
8422,可寧衛*,其他等,35,
6670,復盛應用,其他等,37,
2351,順德,半導體業,24,
2367,燿華,綜合,28,
9939,宏全,資訊服務業,20,
2015,豐興,造紙工業,10,
6412,群電,綜合,28,
3016,嘉晶,半導體業,24,
2493,揚博,綜合,28,
2329,華泰,半導體業,24,
2363,矽統,半導體業,24,
1314,中石化,塑膠工業,03,
8131,福懋科,半導體業,24,
1514,亞力,電機機械,05,
2464,盟立,運動休閒,31,
4585,達明,運動休閒,31,
1215,卜蜂,食品工業,02,
4915,致伸,綜合,28,
6449,鈺邦,綜合,28,
2548,華固,半導體業,14,
3673,TPK-KY,貿易百貨,26,
2204,中華,橡膠工業,12,
2903,遠百,電子零組件業,18,
2393,億光,貿易百貨,26,
1609,大亞,電器電纜,06,
3010,華立,綠能環保,29,
2201,裕隆,橡膠工業,12,
2851,中再保,通訊網路業,17,
1434,福懋,紡織纖維,04,
2897,王道銀行,通訊網路業,17,
6166,凌華,金融保險,25,
6491,晶碩,建材營造,22,
9958,世紀鋼,造紙工業,10,
4764,雙鍵,其他電子業,21,
2849,安泰銀,通訊網路業,17,
9921,巨大,其他等,37,
6579,研揚,金融保險,25,
2072,世紀風電,其他等,35,
2476,鉅祥,綜合,28,
6719,力智,半導體業,24,
2501,國建,半導體業,14,
1227,佳格,食品工業,02,
2362,藍天,金融保險,25,
1808,潤隆,半導體業,14,
6757,台灣虎航,電腦及週邊設備業,15,
3576,聯合再生,貿易百貨,26,
4551,智伸科,橡膠工業,12,
4722,國精化,其他電子業,21,
6715,嘉基,綜合,28,
8110,華東,半導體業,24,
4576,大銀微系統,電機機械,05,
3515,華擎,金融保險,25,
1904,正隆,玻璃陶瓷,09,
7827,漢康-KY創,建材營造,22,
1231,聯華食,食品工業,02,
5388,中磊,油電燃氣業,27,
6525,捷敏-KY,半導體業,24,
2023,燁輝,造紙工業,10,
2374,佳能,貿易百貨,26,
2478,大毅,綜合,28,
2208,台船,電腦及週邊設備業,15,
2328,廣宇,綜合,28,
5534,長虹,半導體業,14,
2101,南港,鋼鐵工業,11,
2607,榮運,電腦及週邊設備業,15,
2014,中鴻,造紙工業,10,
7768,頌勝科技,半導體業,24,
8081,致新,半導體業,24,
6672,騰輝電子-KY,綜合,28,
2535,達欣工,半導體業,14,
1718,中纖,其他電子業,21,
6456,GIS-KY,貿易百貨,26,
9907,統一實,資訊服務業,20,
3033,威健,綠能環保,29,
2359,所羅門,運動休閒,31,
8271,宇瞻,半導體業,24,
1711,永光,其他電子業,21,
2489,瑞軒,貿易百貨,26,
7786,東方風能,其他等,35,
1232,大統益,食品工業,02,
3014,聯陽,半導體業,24,
3617,碩天,運動休閒,31,
2707,晶華,光電業,16,
2836,高雄銀,通訊網路業,17,
2820,華票,通訊網路業,17,
2439,美律,油電燃氣業,27,
2515,中工,半導體業,14,
6830,汎銓,運動休閒,31,
1440,南紡,紡織纖維,04,
7711,永擎,金融保險,25,
7722,LINEPAY,其他等,36,
9914,美利達,其他等,37,
2426,鼎元,貿易百貨,26,
1608,華榮,電器電纜,06,
2520,冠德,半導體業,14,
6177,達麗,半導體業,14,
4961,天鈺,半導體業,24,
3013,晟銘電,金融保險,25,
6605,帝寶,橡膠工業,12,
3592,瑞鼎,半導體業,24,
2543,皇昌,半導體業,14,
2375,凱美,綜合,28,
3149,正達,貿易百貨,26,
6269,台郡,綜合,28,
2355,敬鵬,綜合,28,
1419,新紡,紡織纖維,04,
1723,中碳,其他電子業,21,
7788,松川精密,綜合,28,
2727,王品,光電業,16,
2402,毅嘉,綜合,28,
4967,十銓,半導體業,24,
2401,凌陽,半導體業,24,
5607,遠雄港,電腦及週邊設備業,15,
2103,台橡,鋼鐵工業,11,
2392,正崴,綜合,28,
3704,合勤控,油電燃氣業,27,
6206,飛捷,金融保險,25,
2247,汎德永業,橡膠工業,12,
7749,意騰-KY,半導體業,24,
1104,環泥,水泥工業,01,
9911,櫻花,其他等,38,
3305,昇貿,運動休閒,31,
3380,明泰,油電燃氣業,27,
3055,蔚華科,綠能環保,29,
4169,泰宗,建材營造,22,
3028,增你強,綠能環保,29,
2605,新興,電腦及週邊設備業,15,
6962,奕力-KY,半導體業,24,
6901,鑽石投資,資訊服務業,20,
2338,光罩,半導體業,24,
6937,天虹,半導體業,24,
5284,jpp-KY,資訊服務業,20,
4906,正文,油電燃氣業,27,
4770,上品,其他電子業,21,
1905,華紙,玻璃陶瓷,09,
6753,龍德造船,電腦及週邊設備業,15,
3029,零壹,數位雲端,30,
9937,全國,航運業,23,
1714,和桐,其他電子業,21,
2905,三商,電子零組件業,18,
2466,冠西電,貿易百貨,26,
2480,敦陽科,數位雲端,30,
3703,欣陸,半導體業,14,
6202,盛群,半導體業,24,
2704,國賓,光電業,16,
1712,興農,其他電子業,21,
1313,聯成,塑膠工業,03,
2106,建大,鋼鐵工業,11,
2530,華建,半導體業,14,
5243,乙盛-KY,貿易百貨,26,
5007,三星,造紙工業,10,
1789,神隆,建材營造,22,
3048,益登,綠能環保,29,
2369,菱生,半導體業,24,
6024,群益期,通訊網路業,17,
6443,元晶,貿易百貨,26,
2340,台亞,半導體業,24,
9925,新保,資訊服務業,20,
3605,宏致,綜合,28,
1304,台聚,塑膠工業,03,
2485,兆赫,油電燃氣業,27,
9930,中聯資源,其他等,35,
3022,威強電,金融保險,25,
8114,振樺電,金融保險,25,
4536,拓凱,其他等,37,
3135,凌航,半導體業,24,
9908,大台北,航運業,23,
1536,和大,橡膠工業,12,
2233,宇隆,橡膠工業,12,
2231,為升,橡膠工業,12,
9802,鈺齊-KY,其他等,37,
9136,巨騰-DR,其他等,91,
2227,裕日車,橡膠工業,12,
1623,大東電,電器電纜,06,
1312,國喬,塑膠工業,03,
6589,台康生技,建材營造,22,
1708,東鹼,其他電子業,21,
3416,融程電,金融保險,25,
6209,今國光,貿易百貨,26,
3705,永信,建材營造,22,
1710,東聯,其他電子業,21,
9940,信義,資訊服務業,20,
7780,大研生醫*,食品工業,02,
2332,友訊,油電燃氣業,27,
8478,東哥遊艇,其他等,37,
2484,希華,綜合,28,
2495,普安,金融保險,25,
3059,華晶科,貿易百貨,26,
2832,台產,通訊網路業,17,
6768,志強-KY,其他等,37,
2108,南帝,鋼鐵工業,11,
3209,全科,綠能環保,29,
2010,春源,造紙工業,10,
2511,太子,半導體業,14,
2608,嘉里大榮,電腦及週邊設備業,15,
9938,百和,資訊服務業,20,
2009,第一銅,造紙工業,10,
1909,榮成,玻璃陶瓷,09,
2731,雄獅,光電業,16,
1707,葡萄王,建材營造,22,
6183,關貿,數位雲端,30,
4960,誠美材,貿易百貨,26,
2406,國碩,貿易百貨,26,
2436,偉詮電,半導體業,24,
4916,事欣科,金融保險,25,
6854,錼創科技-KY創,半導體業,24,
1234,黑松,食品工業,02,
6189,豐藝,綠能環保,29,
4755,三福化,其他電子業,21,
5288,豐祥-KY,電機機械,05,
2545,皇翔,半導體業,14,
4104,佳醫,建材營造,22,
6782,視陽,建材營造,22,
2524,京城,半導體業,14,
4441,振大環球,紡織纖維,04,
4532,瑞智,電機機械,05,
3545,敦泰,半導體業,24,
1307,三芳,塑膠工業,03,
8462,柏文,其他等,37,
1726,永記,其他電子業,21,
2373,震旦行,運動休閒,31,
1903,士紙,玻璃陶瓷,09,
2617,台航,電腦及週邊設備業,15,
4989,榮科,綜合,28,
4977,眾達-KY,油電燃氣業,27,
6153,嘉聯益,綜合,28,
6965,中傑-KY,其他等,37,
4771,望隼,建材營造,22,
1597,直得,電機機械,05,
6873,泓德能源,其他等,35,
4739,康普,其他電子業,21,
6438,迅得,運動休閒,31,
2031,新光鋼,造紙工業,10,
8499,鼎炫-KY,運動休閒,31,
6861,睿生光電,建材營造,22,
2323,中環,貿易百貨,26,
2723,美食-KY,光電業,16,
2546,根基,半導體業,14,
3015,全漢,綜合,28,
4736,泰博,建材營造,22,
2547,日勝生,半導體業,14,
6581,鋼聯,其他等,35,
2457,飛宏,綜合,28,
7818,溢泰實業,其他等,35,
2753,八方雲集,光電業,16,
1709,和益,其他電子業,21,
1727,中華化,其他電子業,21,
6550,北極星藥業-KY,建材營造,22,
6957,裕慶-KY,資訊服務業,20,
2423,固緯,運動休閒,31,
6192,巨路,運動休閒,31,
2348,海悅,資訊服務業,20,
2527,宏璟,半導體業,14,
6834,天二科技,綜合,28,
2331,精英,金融保險,25,
1582,信錦,綜合,28,
1720,生達,建材營造,22,
5471,松翰,半導體業,24,
3645,達邁,綜合,28,
2630,亞航,電腦及週邊設備業,15,
5222,全訊,半導體業,24,
1103,嘉泥,水泥工業,01,
2908,特力,電子零組件業,18,
2236,百達-KY,橡膠工業,12,
6706,惠特,貿易百貨,26,
5306,桂盟,其他等,37,
2034,允強,造紙工業,10,
6790,永豐實,玻璃陶瓷,09,
4927,泰鼎-KY,綜合,28,
6541,泰福-KY,建材營造,22,
2612,中航,電腦及週邊設備業,15,
6230,尼得科超眾,金融保險,25,
1612,宏泰,電器電纜,06,
4306,炎洲,塑膠工業,03,
1442,名軒,半導體業,14,
8163,達方,金融保險,25,
1203,味王,食品工業,02,
1537,廣隆,電機機械,05,
2104,國際中橡,鋼鐵工業,11,
3003,健和興,綜合,28,
4968,立積,半導體業,24,
3312,弘憶股,綠能環保,29,
3049,精金,貿易百貨,26,
3694,海華,油電燃氣業,27,
2636,台驊控股,電腦及週邊設備業,15,
6464,台數科,資訊服務業,20,
9942,茂順,資訊服務業,20,
2414,精技,綠能環保,29,
8341,日友,其他等,35,
3004,豐達科,造紙工業,10,
3701,大眾控,金融保險,25,
6869,雲豹能源,其他等,35,
3708,上緯投控,其他等,35,
5285,界霖,半導體業,24,
2528,皇普,半導體業,14,
1532,勤美,電機機械,05,
6533,晶心科,半導體業,24,
8374,羅昇,電機機械,05,
4526,東台,電機機械,05,
1702,南僑,食品工業,02,
6534,正瀚-創,建材營造,22,
6655,科定,資訊服務業,20,
6914,阜爾運通,資訊服務業,20,
6215,和椿,運動休閒,31,
1522,堤維西,橡膠工業,12,
3504,揚明光,貿易百貨,26,
2913,農林,電子零組件業,18,
2420,新巨,綜合,28,
2762,世界健身-KY,其他等,37,
8213,志超,綜合,28,
3032,偉訓,綜合,28,
1615,大山,電器電纜,06,
8215,明基材,貿易百貨,26,
6862,三集瑞-KY,綜合,28,
2102,泰豐,鋼鐵工業,11,
7765,中華資安,其他等,36,
1604,聲寶,電器電纜,06,
6585,鼎基,資訊服務業,20,
2419,仲琦,油電燃氣業,27,
1110,東泥,水泥工業,01,
2349,錸德,貿易百貨,26,
9926,新海,航運業,23,
4571,鈞興-KY,電機機械,05,
1436,華友聯,半導體業,14,
2399,映泰,金融保險,25,
1308,亞聚,塑膠工業,03,
1614,三洋電,電器電纜,06,
6115,鎰勝,綜合,28,
6120,達運,貿易百貨,26,
1342,八貫,資訊服務業,20,
6235,華孚,金融保險,25,
3622,洋華,貿易百貨,26,
6277,宏正,金融保險,25,
1218,泰山,食品工業,02,
2465,麗臺,金融保險,25,
6112,邁達特,數位雲端,30,
5515,建國,半導體業,14,
2013,中鋼構,造紙工業,10,
8473,山林水,其他等,35,
3535,晶彩科,貿易百貨,26,
9927,泰銘,資訊服務業,20,
1444,力麗,紡織纖維,04,
1809,中釉,生技醫療業,08,
5292,華懋,其他等,35,
2852,第一保,通訊網路業,17,
4137,麗豐-KY,建材營造,22,
2497,怡利電,橡膠工業,12,
3062,建漢,油電燃氣業,27,
9918,欣天然,航運業,23,
7740,熙特爾-創,其他等,35,
2534,宏盛,半導體業,14,
2387,精元,金融保險,25,
2107,厚生,鋼鐵工業,11,
5531,鄉林,半導體業,14,
2342,茂矽,半導體業,24,
2302,麗正,半導體業,24,
2816,旺旺保,通訊網路業,17,
1447,力鵬,紡織纖維,04,
4142,國光生,建材營造,22,
5519,隆大,半導體業,14,
1618,合機,電器電纜,06,
1305,華夏,塑膠工業,03,
2450,神腦,油電燃氣業,27,
2305,全友,金融保險,25,
2483,百容,綜合,28,
3130,一零四,其他等,36,
1515,力山,電機機械,05,
1713,國化,其他電子業,21,
6426,統新,油電燃氣業,27,
6416,瑞祺電通,油電燃氣業,27,
8103,瀚荃,綜合,28,
1810,和成,生技醫療業,08,
2365,昆盈,金融保險,25,
910861,神州-DR,其他等,91,
1321,大洋,塑膠工業,03,
3056,富華新,半導體業,14,
2417,圓剛,金融保險,25,
1256,鮮活果汁-KY,食品工業,02,
8404,百和興業-KY,資訊服務業,20,
2114,鑫永銓,鋼鐵工業,11,
6756,威鋒電子,半導體業,24,
4438,廣越,紡織纖維,04,
5525,順天,半導體業,14,
6863,永道-KY,油電燃氣業,27,
3679,新至陞,綜合,28,
6923,中台,其他等,35,
4540,全球傳動,電機機械,05,
4566,時碩工業,電機機械,05,
2505,國揚,半導體業,14,
2228,劍麟,橡膠工業,12,
1225,福懋油,食品工業,02,
6184,大豐電,資訊服務業,20,
1235,興泰,食品工業,02,
6958,日盛台駿,資訊服務業,20,
7730,暉盛-創,半導體業,24,
2459,敦吉,運動休閒,31,
6117,迎廣,金融保險,25,
2397,友通,金融保險,25,
6933,AMAX-KY,金融保險,25,
2029,盛餘,造紙工業,10,
9943,好樂迪,光電業,16,
5538,東明-KY,造紙工業,10,
3528,安馳,綠能環保,29,
4746,台耀,建材營造,22,
2601,益航,電腦及週邊設備業,15,
8438,昶昕,其他等,35,
6658,聯策,運動休閒,31,
2536,宏普,半導體業,14,
9946,三發地產,半導體業,14,
8249,菱光,綜合,28,
6155,鈞寶,綜合,28,
6224,聚鼎,綜合,28,
1737,臺鹽,食品工業,02,
912000,晨訊科-DR,其他等,91,
1315,達新,塑膠工業,03,
1201,味全,食品工業,02,
1734,杏輝,建材營造,22,
4952,凌通,半導體業,24,
2706,第一店,光電業,16,
2442,新美齊,半導體業,14,
1437,勤益控,資訊服務業,20,
9905,大華,資訊服務業,20,
1535,中宇,電機機械,05,
1603,華電,電器電纜,06,
3338,泰碩,綜合,28,
2433,互盛電,運動休閒,31,
4994,傳奇,數位雲端,30,
9924,福興,其他等,38,
2405,輔信,金融保險,25,
1558,伸興,電機機械,05,
